user_id,name,persona_type,age,gender,acquisition_channel,signup_date
ddada21b,박태우,dormant,28,F,direct,2026-03-14
ab414a59,최도훈,dormant,32,M,direct,2025-01-31
01f43e3e,황시영,dormant,26,F,search_ad,2026-02-22
6e7ad9f6,조서서,dormant,44,F,direct,2025-06-07
491b7d62,권수우,dormant,57,M,referral,2025-01-29
52bc3bc9,서채현,dormant,44,F,direct,2024-09-20
a65e2b4d,최소우,dormant,29,M,SNS,2024-12-03
d4825764,조진린,dormant,31,M,email,2026-03-12
c23c0707,권시원,dormant,46,F,SNS,2025-09-15
30cd58c8,서재율,dormant,47,F,referral,2025-12-04
3312ba20,권지윤,dormant,47,F,direct,2025-08-14
e4a6a599,강서영,dormant,42,F,SNS,2024-10-09
ef3df901,정태은,dormant,17,M,SNS,2025-10-13
eb1bcd59,안하율,dormant,30,F,search_ad,2024-02-09
37a7695c,윤예윤,dormant,55,M,SNS,2024-12-10
f3157e57,윤하현,dormant,21,F,search_ad,2025-12-17
91fc74a6,송소린,dormant,23,F,SNS,2026-03-24
9bdf68a5,김소민,dormant,17,F,direct,2024-12-31
88618999,임채혁,dormant,56,F,email,2024-12-19
9bfb16b9,강준준,dormant,59,M,search_ad,2024-06-30
fef77f46,황지아,dormant,25,F,SNS,2024-01-21
f3fae834,안수연,dormant,33,F,SNS,2026-04-25
bab78a4b,정은혁,dormant,30,M,SNS,2024-10-19
a641da95,권재서,dormant,29,M,SNS,2025-06-05
ec29e070,윤재아,dormant,20,M,SNS,2024-11-02
8cd5af6d,홍소빈,dormant,43,M,direct,2024-02-20
7e420e05,조도윤,dormant,16,M,SNS,2026-01-18
416d02a0,임시민,dormant,27,F,SNS,2025-06-05
90ef57bb,박은율,dormant,27,M,direct,2024-09-28
fa61d7ef,황서율,dormant,42,F,direct,2024-10-25
07a7966a,서태진,dormant,44,F,direct,2024-06-29
d0dfc520,조도민,dormant,27,F,SNS,2024-04-20
33a95a31,서진진,dormant,55,M,search_ad,2024-11-12
a2af6d17,서수현,dormant,63,M,SNS,2024-11-08
2b54f24c,이소린,dormant,35,F,referral,2026-03-31
f4ca85e6,정준영,dormant,20,M,direct,2025-11-26
acfbf6e9,서소경,dormant,15,M,email,2024-02-22
5627beee,장현빈,dormant,26,M,email,2025-06-21
8cd30f66,최수은,dormant,51,M,referral,2024-11-05
42506dc4,김시혁,dormant,24,M,SNS,2025-05-31
c3382a75,오시서,dormant,32,F,SNS,2024-03-01
2a3267ff,조민현,dormant,42,F,referral,2025-09-10
392a6503,박현윤,dormant,32,F,direct,2026-04-23
9aad2be1,최서우,dormant,27,F,SNS,2025-01-15
26f41120,서채빈,dormant,30,F,email,2026-01-11
587fb46d,한은아,dormant,26,F,email,2026-05-05
ed882130,최서안,dormant,70,F,referral,2024-12-09
33e056f2,장유은,dormant,28,F,direct,2025-08-11
346d4fd1,김은우,dormant,70,F,email,2024-02-24
d2460c41,홍지은,dormant,36,F,direct,2024-02-06
bfad12ad,정우경,dormant,23,M,referral,2026-01-26
2d802a6b,송태현,dormant,44,F,email,2025-11-29
8efeb4aa,최다연,dormant,41,F,SNS,2025-04-26
8bfdd413,황하서,dormant,24,M,email,2026-04-09
317e596d,박재율,dormant,59,M,email,2026-03-27
8eda97a6,윤유원,dormant,46,M,SNS,2024-12-06
07a34a92,정재율,dormant,25,M,search_ad,2025-06-22
1f6f5d6c,신재은,dormant,26,F,referral,2025-10-29
c4c21b87,권재서,dormant,28,F,referral,2024-05-06
21d36284,임도우,dormant,39,F,search_ad,2025-05-21
a3d76a1a,황현율,dormant,33,F,SNS,2024-01-08
7d4f7307,이시혁,dormant,23,M,search_ad,2026-02-09
1be94b35,신진은,dormant,35,M,referral,2026-02-10
fdd09634,송소준,dormant,23,M,SNS,2024-07-09
3477a6f0,권진진,dormant,22,F,email,2026-03-19
35434ccf,최도율,dormant,19,M,email,2025-06-14
451763a8,최우아,dormant,30,F,search_ad,2026-01-25
38cb2abf,윤소혁,dormant,21,M,SNS,2026-06-10
126383fe,권소원,dormant,31,M,search_ad,2024-01-23
ad015648,안유연,dormant,27,F,search_ad,2025-12-20
e406df2b,신현경,dormant,27,M,SNS,2025-09-26
4e39a868,서성훈,dormant,40,F,referral,2024-06-29
34b0a240,조하현,dormant,41,M,referral,2026-05-18
8d43d205,이도경,dormant,41,F,SNS,2025-12-26
1cfcdac5,오성현,dormant,24,F,direct,2026-01-09
33959f14,임성안,dormant,19,F,SNS,2026-01-01
6f011576,이유우,dormant,31,F,SNS,2026-04-01
ed2cfa78,전은원,dormant,33,M,SNS,2025-05-25
c7e8403a,박준린,dormant,27,M,email,2024-12-06
b2d54280,오수빈,dormant,43,F,search_ad,2025-06-06
06e4bec0,박준준,dormant,67,F,direct,2026-04-22
cbeec7f3,한준서,dormant,35,F,referral,2024-11-10
2d6c8f87,강우진,dormant,21,F,search_ad,2025-05-18
691bcfaa,송준영,dormant,44,F,SNS,2026-01-25
6c16f7cd,송채율,dormant,48,F,direct,2026-02-16
d0a43ef8,정소경,dormant,42,M,referral,2025-12-22
a201d15c,강태은,dormant,37,M,referral,2026-03-05
0815950c,임지진,dormant,33,M,direct,2025-03-24
a13608ea,박현훈,dormant,20,M,email,2025-04-30
fcca8f6b,정진혁,dormant,38,M,direct,2026-01-03
7dadb53c,신성은,dormant,20,F,SNS,2024-11-11
26e3ff91,강우호,dormant,18,M,SNS,2024-07-09
f660a12e,최재호,dormant,25,F,referral,2025-11-09
52e29bef,조서경,dormant,34,F,direct,2026-01-31
44a300bc,홍진우,dormant,18,M,direct,2026-05-12
1daeb978,강소은,dormant,25,F,SNS,2025-01-29
7c614360,정준호,dormant,50,F,direct,2025-07-27
779b307f,최태안,dormant,24,F,SNS,2024-12-23
60771f96,정소린,dormant,20,F,referral,2024-01-05
e1f576ac,최다혁,dormant,54,M,direct,2026-02-11
2ec10072,정하준,dormant,56,F,referral,2024-11-17
db7b4284,이재린,dormant,43,F,email,2025-01-13
474e8d4a,정우현,dormant,39,F,SNS,2024-08-21
7586383b,조진준,dormant,26,M,search_ad,2026-03-09
be96c469,정소우,dormant,21,F,SNS,2026-06-01
534c39f7,이소린,dormant,31,F,direct,2025-08-04
e0271e40,임하원,dormant,30,F,direct,2024-10-21
088b0bca,이서우,dormant,52,F,search_ad,2026-04-18
3714b4ea,오재진,dormant,27,F,SNS,2024-04-19
9c2c35da,오은경,dormant,55,F,direct,2024-02-01
29a71ea7,최민경,dormant,29,F,email,2024-12-03
9c8f4f21,박성영,dormant,31,F,direct,2026-02-18
73357916,장성은,dormant,28,F,email,2025-07-27
a2428fc4,안우연,dormant,26,M,SNS,2025-09-02
4e0c8913,서진훈,dormant,66,F,referral,2024-05-31
4ce18008,서소영,dormant,38,F,SNS,2026-02-12
f1d92eee,권우빈,dormant,58,F,SNS,2024-01-18
acec4991,윤민훈,dormant,32,M,SNS,2026-03-17
faeb66cd,조성준,dormant,43,F,SNS,2026-02-04
8d4ea19c,장도린,dormant,28,M,email,2024-04-21
a3abb724,강준연,dormant,24,M,direct,2025-12-21
6d6267f1,장채훈,dormant,46,F,SNS,2026-05-30
50800b9b,권유린,dormant,42,M,direct,2024-03-27
2c0333bc,조수혁,dormant,32,F,email,2026-01-24
16232a1e,박도윤,dormant,43,M,direct,2025-07-03
7db04e7b,정서영,dormant,28,M,SNS,2024-03-11
ed05ba40,장도영,dormant,21,M,SNS,2024-03-12
6549fe33,조도혁,dormant,41,F,referral,2026-01-28
fe05594a,송하연,dormant,17,F,referral,2024-08-28
12dada80,정서호,dormant,56,F,SNS,2025-03-03
c125b39e,황시준,dormant,41,M,SNS,2025-05-14
80a56af6,오지우,dormant,31,F,search_ad,2026-03-14
da5ee1d2,홍현은,dormant,54,F,referral,2024-02-05
d028ced2,김도서,dormant,51,M,direct,2024-08-07
5e119d54,장도윤,dormant,26,M,direct,2026-05-03
e06cbbbd,신채아,dormant,37,F,SNS,2024-12-02
fd74244c,송유율,dormant,38,F,SNS,2024-06-17
f9e359cd,박유은,dormant,43,F,SNS,2024-07-10
9c0dd908,오도진,dormant,17,M,direct,2025-08-17
d56ff377,조유우,dormant,53,M,referral,2026-05-22
2cd41487,최수윤,dormant,30,M,direct,2025-12-05
a13ce0d5,윤지연,dormant,21,F,search_ad,2025-07-23
e2538af0,황다아,dormant,44,M,direct,2025-08-10
73cfca50,홍시빈,dormant,20,F,SNS,2025-12-18
85c31e57,안현호,dormant,49,F,direct,2026-04-27
